Código;Reservatório;Cota;Capacidade;Volume;VolumePercentual;DataInformacao;
12172;EPITÁCIO PESSOA;;411,69;214,18;52,03;21/04/2013;
12172;EPITÁCIO PESSOA;;411,69;214,44;52,09;20/04/2013;
12172;EPITÁCIO PESSOA;;411,69;214,18;52,03;19/04/2013;
12172;EPITÁCIO PESSOA;;411,69;214,44;52,09;18/04/2013;
12172;EPITÁCIO PESSOA;;411,69;214,70;52,15;17/04/2013;
12172;EPITÁCIO PESSOA;;411,69;215,21;52,27;16/04/2013;
12172;EPITÁCIO PESSOA;;411,69;215,46;52,34;15/04/2013;
12172;EPITÁCIO PESSOA;;411,69;215,72;52,40;14/04/2013;
12172;EPITÁCIO PESSOA;;411,69;215,98;52,46;13/04/2013;
12172;EPITÁCIO PESSOA;;411,69;216,49;52,58;12/04/2013;
12172;EPITÁCIO PESSOA;;411,69;216,74;52,65;11/04/2013;
12172;EPITÁCIO PESSOA;;411,69;217,00;52,71;10/04/2013;
12172;EPITÁCIO PESSOA;;411,69;217,25;52,77;09/04/2013;
12172;EPITÁCIO PESSOA;;411,69;217,51;52,83;08/04/2013;
12172;EPITÁCIO PESSOA;;411,69;217,25;52,77;07/04/2013;
12172;EPITÁCIO PESSOA;;411,69;217,51;52,83;06/04/2013;
12172;EPITÁCIO PESSOA;;411,69;218,05;52,96;05/04/2013;
12172;EPITÁCIO PESSOA;;411,69;218,33;53,03;04/04/2013;
12172;EPITÁCIO PESSOA;;411,69;218,89;53,17;03/04/2013;
12172;EPITÁCIO PESSOA;;411,69;219,17;53,24;02/04/2013;
12172;EPITÁCIO PESSOA;;411,69;219,45;53,30;01/04/2013;
12172;EPITÁCIO PESSOA;372,08;411,69;220,01;53,44;31/03/2013;
12172;EPITÁCIO PESSOA;;411,69;220,57;53,58;30/03/2013;
12172;EPITÁCIO PESSOA;;411,69;220,85;53,64;29/03/2013;
12172;EPITÁCIO PESSOA;;411,69;221,13;53,71;28/03/2013;
12172;EPITÁCIO PESSOA;;411,69;221,69;53,85;27/03/2013;
12172;EPITÁCIO PESSOA;;411,69;221,97;53,92;26/03/2013;
12172;EPITÁCIO PESSOA;;411,69;222,25;53,98;25/03/2013;
12172;EPITÁCIO PESSOA;;411,69;222,53;54,05;24/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,09;54,19;23/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,37;54,26;22/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,65;54,33;21/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,93;54,39;20/03/2013;
12172;EPITÁCIO PESSOA;;411,69;224,21;54,46;19/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,37;54,26;18/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,37;54,26;17/03/2013;
12172;EPITÁCIO PESSOA;;411,69;223,93;54,39;16/03/2013;
12172;EPITÁCIO PESSOA;;411,69;224,21;54,46;15/03/2013;
12172;EPITÁCIO PESSOA;;411,69;224,49;54,53;14/03/2013;
12172;EPITÁCIO PESSOA;;411,69;225,05;54,67;13/03/2013;
12172;EPITÁCIO PESSOA;;411,69;225,33;54,73;12/03/2013;
12172;EPITÁCIO PESSOA;;411,69;225,61;54,80;11/03/2013;
12172;EPITÁCIO PESSOA;;411,69;225,89;54,87;10/03/2013;
12172;EPITÁCIO PESSOA;;411,69;226,18;54,94;09/03/2013;
12172;EPITÁCIO PESSOA;;411,69;226,46;55,01;08/03/2013;
12172;EPITÁCIO PESSOA;;411,69;227,02;55,14;07/03/2013;
12172;EPITÁCIO PESSOA;;411,69;227,30;55,21;06/03/2013;
12172;EPITÁCIO PESSOA;;411,69;227,58;55,28;05/03/2013;
12172;EPITÁCIO PESSOA;;411,69;227,86;55,35;04/03/2013;
12172;EPITÁCIO PESSOA;;411,69;228,14;55,41;03/03/2013;
12172;EPITÁCIO PESSOA;;411,69;228,70;55,55;02/03/2013;
12172;EPITÁCIO PESSOA;;411,69;229,26;55,69;01/03/2013;
12172;EPITÁCIO PESSOA;372,42;411,69;229,54;55,76;28/02/2013;
12172;EPITÁCIO PESSOA;;411,69;229,82;55,82;27/02/2013;
12172;EPITÁCIO PESSOA;;411,69;230,38;55,96;26/02/2013;
12172;EPITÁCIO PESSOA;;411,69;230,66;56,03;25/02/2013;
12172;EPITÁCIO PESSOA;;411,69;231,22;56,16;24/02/2013;
12172;EPITÁCIO PESSOA;;411,69;231,50;56,23;23/02/2013;
12172;EPITÁCIO PESSOA;;411,69;231,78;56,30;22/02/2013;
12172;EPITÁCIO PESSOA;;411,69;232,06;56,37;21/02/2013;
12172;EPITÁCIO PESSOA;;411,69;232,34;56,44;20/02/2013;
12172;EPITÁCIO PESSOA;;411,69;232,90;56,57;19/02/2013;
12172;EPITÁCIO PESSOA;;411,69;233,18;56,64;18/02/2013;
12172;EPITÁCIO PESSOA;;411,69;233,74;56,78;17/02/2013;
12172;EPITÁCIO PESSOA;;411,69;234,02;56,84;16/02/2013;
12172;EPITÁCIO PESSOA;;411,69;234,30;56,91;15/02/2013;
12172;EPITÁCIO PESSOA;;411,69;234,58;56,98;14/02/2013;
12172;EPITÁCIO PESSOA;;411,69;234,86;57,05;13/02/2013;
12172;EPITÁCIO PESSOA;;411,69;235,43;57,19;12/02/2013;
12172;EPITÁCIO PESSOA;;411,69;235,71;57,25;11/02/2013;
12172;EPITÁCIO PESSOA;;411,69;235,99;57,32;10/02/2013;
12172;EPITÁCIO PESSOA;;411,69;236,55;57,46;09/02/2013;
12172;EPITÁCIO PESSOA;;411,69;236,83;57,53;08/02/2013;
12172;EPITÁCIO PESSOA;;411,69;237,39;57,66;07/02/2013;
12172;EPITÁCIO PESSOA;;411,69;237,67;57,73;06/02/2013;
12172;EPITÁCIO PESSOA;;411,69;238,23;57,87;05/02/2013;
12172;EPITÁCIO PESSOA;;411,69;238,79;58,00;04/02/2013;
12172;EPITÁCIO PESSOA;;411,69;239,07;58,07;03/02/2013;
12172;EPITÁCIO PESSOA;;411,69;239,35;58,14;02/02/2013;
12172;EPITÁCIO PESSOA;;411,69;239,63;58,21;01/02/2013;
12172;EPITÁCIO PESSOA;372,80;411,69;240,19;58,34;31/01/2013;
12172;EPITÁCIO PESSOA;;411,69;240,47;58,41;30/01/2013;
12172;EPITÁCIO PESSOA;;411,69;241,03;58,55;29/01/2013;
12172;EPITÁCIO PESSOA;;411,69;241,31;58,61;28/01/2013;
12172;EPITÁCIO PESSOA;;411,69;241,87;58,75;27/01/2013;
12172;EPITÁCIO PESSOA;;411,69;242,15;58,82;26/01/2013;
12172;EPITÁCIO PESSOA;;411,69;242,43;58,89;25/01/2013;
12172;EPITÁCIO PESSOA;;411,69;242,99;59,02;24/01/2013;
12172;EPITÁCIO PESSOA;;411,69;243,55;59,16;23/01/2013;
12172;EPITÁCIO PESSOA;;411,69;243,83;59,23;22/01/2013;
12172;EPITÁCIO PESSOA;;411,69;244,11;59,30;21/01/2013;
12172;EPITÁCIO PESSOA;;411,69;244,39;59,36;20/01/2013;
12172;EPITÁCIO PESSOA;;411,69;244,68;59,43;19/01/2013;
12172;EPITÁCIO PESSOA;;411,69;244,96;59,50;18/01/2013;
12172;EPITÁCIO PESSOA;;411,69;245,52;59,64;17/01/2013;
12172;EPITÁCIO PESSOA;;411,69;245,80;59,70;16/01/2013;
12172;EPITÁCIO PESSOA;;411,69;246,40;59,85;15/01/2013;
12172;EPITÁCIO PESSOA;;411,69;246,71;59,93;14/01/2013;
12172;EPITÁCIO PESSOA;;411,69;247,01;60,00;13/01/2013;
12172;EPITÁCIO PESSOA;;411,69;247,31;60,07;12/01/2013;
12172;EPITÁCIO PESSOA;;411,69;247,62;60,15;11/01/2013;
12172;EPITÁCIO PESSOA;;411,69;247,92;60,22;10/01/2013;
12172;EPITÁCIO PESSOA;;411,69;248,22;60,29;09/01/2013;
12172;EPITÁCIO PESSOA;;411,69;248,53;60,37;08/01/2013;
12172;EPITÁCIO PESSOA;;411,69;249,13;60,51;07/01/2013;
12172;EPITÁCIO PESSOA;;411,69;249,44;60,59;06/01/2013;
12172;EPITÁCIO PESSOA;;411,69;250,04;60,74;05/01/2013;
12172;EPITÁCIO PESSOA;;411,69;250,35;60,81;04/01/2013;
12172;EPITÁCIO PESSOA;;411,69;250,65;60,88;03/01/2013;
12172;EPITÁCIO PESSOA;;411,69;251,26;61,03;02/01/2013;
12172;EPITÁCIO PESSOA;;411,69;251,56;61,10;01/01/2013;
12172;EPITÁCIO PESSOA;373,20;411,69;251,86;61,18;31/12/2012;
12172;EPITÁCIO PESSOA;;411,69;252,17;61,25;30/12/2012;
12172;EPITÁCIO PESSOA;;411,69;252,77;61,40;29/12/2012;
12172;EPITÁCIO PESSOA;;411,69;253,08;61,47;28/12/2012;
12172;EPITÁCIO PESSOA;;411,69;253,38;61,55;27/12/2012;
12172;EPITÁCIO PESSOA;;411,69;253,99;61,69;26/12/2012;
12172;EPITÁCIO PESSOA;;411,69;254,29;61,77;25/12/2012;
12172;EPITÁCIO PESSOA;;411,69;254,59;61,84;24/12/2012;
12172;EPITÁCIO PESSOA;;411,69;255,20;61,99;23/12/2012;
12172;EPITÁCIO PESSOA;;411,69;255,50;62,06;22/12/2012;
12172;EPITÁCIO PESSOA;;411,69;255,81;62,14;21/12/2012;
12172;EPITÁCIO PESSOA;;411,69;256,11;62,21;20/12/2012;
12172;EPITÁCIO PESSOA;;411,69;256,72;62,36;19/12/2012;
12172;EPITÁCIO PESSOA;;411,69;257,02;62,43;18/12/2012;
12172;EPITÁCIO PESSOA;;411,69;257,32;62,50;17/12/2012;
12172;EPITÁCIO PESSOA;;411,69;257,63;62,58;16/12/2012;
12172;EPITÁCIO PESSOA;;411,69;257,93;62,65;15/12/2012;
12172;EPITÁCIO PESSOA;;411,69;258,54;62,80;14/12/2012;
12172;EPITÁCIO PESSOA;;411,69;258,84;62,87;13/12/2012;
12172;EPITÁCIO PESSOA;;411,69;259,14;62,95;12/12/2012;
12172;EPITÁCIO PESSOA;;411,69;259,75;63,09;11/12/2012;
12172;EPITÁCIO PESSOA;;411,69;260,05;63,17;10/12/2012;
12172;EPITÁCIO PESSOA;;411,69;260,36;63,24;09/12/2012;
12172;EPITÁCIO PESSOA;;411,69;260,66;63,31;08/12/2012;
12172;EPITÁCIO PESSOA;;411,69;261,27;63,46;07/12/2012;
12172;EPITÁCIO PESSOA;;411,69;261,57;63,54;06/12/2012;
12172;EPITÁCIO PESSOA;;411,69;261,87;63,61;05/12/2012;
12172;EPITÁCIO PESSOA;;411,69;262,18;63,68;04/12/2012;
12172;EPITÁCIO PESSOA;;411,69;262,78;63,83;03/12/2012;
12172;EPITÁCIO PESSOA;;411,69;263,09;63,90;02/12/2012;
12172;EPITÁCIO PESSOA;;411,69;263,39;63,98;01/12/2012;
12172;EPITÁCIO PESSOA;373,59;411,69;263,69;64,05;30/11/2012;
12172;EPITÁCIO PESSOA;;411,69;264,30;64,20;29/11/2012;
12172;EPITÁCIO PESSOA;;411,69;264,60;64,27;28/11/2012;
12172;EPITÁCIO PESSOA;;411,69;265,21;64,42;27/11/2012;
12172;EPITÁCIO PESSOA;;411,69;265,82;64,57;26/11/2012;
12172;EPITÁCIO PESSOA;;411,69;266,12;64,64;25/11/2012;
12172;EPITÁCIO PESSOA;;411,69;266,42;64,71;24/11/2012;
12172;EPITÁCIO PESSOA;;411,69;266,73;64,79;23/11/2012;
12172;EPITÁCIO PESSOA;;411,69;267,03;64,86;22/11/2012;
12172;EPITÁCIO PESSOA;;411,69;267,33;64,94;21/11/2012;
12172;EPITÁCIO PESSOA;;411,69;267,64;65,01;20/11/2012;
12172;EPITÁCIO PESSOA;;411,69;267,94;65,08;19/11/2012;
12172;EPITÁCIO PESSOA;;411,69;268,24;65,16;18/11/2012;
12172;EPITÁCIO PESSOA;;411,69;268,85;65,30;17/11/2012;
12172;EPITÁCIO PESSOA;;411,69;269,15;65,38;16/11/2012;
12172;EPITÁCIO PESSOA;;411,69;269,46;65,45;15/11/2012;
12172;EPITÁCIO PESSOA;;411,69;270,06;65,60;14/11/2012;
12172;EPITÁCIO PESSOA;;411,69;270,37;65,67;13/11/2012;
12172;EPITÁCIO PESSOA;;411,69;270,67;65,75;12/11/2012;
12172;EPITÁCIO PESSOA;;411,69;271,28;65,89;11/11/2012;
12172;EPITÁCIO PESSOA;;411,69;271,58;65,97;10/11/2012;
12172;EPITÁCIO PESSOA;;411,69;271,88;66,04;09/11/2012;
12172;EPITÁCIO PESSOA;;411,69;272,49;66,19;08/11/2012;
12172;EPITÁCIO PESSOA;;411,69;272,79;66,26;07/11/2012;
12172;EPITÁCIO PESSOA;;411,69;273,70;66,48;06/11/2012;
12172;EPITÁCIO PESSOA;;411,69;274,31;66,63;05/11/2012;
12172;EPITÁCIO PESSOA;;411,69;274,92;66,78;04/11/2012;
12172;EPITÁCIO PESSOA;;411,69;275,22;66,85;03/11/2012;
12172;EPITÁCIO PESSOA;;411,69;275,52;66,93;02/11/2012;
12172;EPITÁCIO PESSOA;;411,69;276,13;67,07;01/11/2012;
12172;EPITÁCIO PESSOA;374,02;411,69;276,78;67,23;31/10/2012;
12172;EPITÁCIO PESSOA;;411,69;277,43;67,39;30/10/2012;
12172;EPITÁCIO PESSOA;;411,69;277,75;67,47;29/10/2012;
12172;EPITÁCIO PESSOA;;411,69;278,07;67,54;28/10/2012;
12172;EPITÁCIO PESSOA;;411,69;278,40;67,62;27/10/2012;
12172;EPITÁCIO PESSOA;;411,69;278,72;67,70;26/10/2012;
12172;EPITÁCIO PESSOA;;411,69;279,04;67,78;25/10/2012;
12172;EPITÁCIO PESSOA;;411,69;279,37;67,86;24/10/2012;
12172;EPITÁCIO PESSOA;;411,69;279,69;67,94;23/10/2012;
12172;EPITÁCIO PESSOA;;411,69;280,01;68,02;22/10/2012;
12172;EPITÁCIO PESSOA;;411,69;280,66;68,17;21/10/2012;
12172;EPITÁCIO PESSOA;;411,69;280,98;68,25;20/10/2012;
12172;EPITÁCIO PESSOA;;411,69;281,31;68,33;19/10/2012;
12172;EPITÁCIO PESSOA;;411,69;281,63;68,41;18/10/2012;
12172;EPITÁCIO PESSOA;;411,69;282,28;68,57;17/10/2012;
12172;EPITÁCIO PESSOA;;411,69;282,60;68,64;16/10/2012;
12172;EPITÁCIO PESSOA;;411,69;282,93;68,72;15/10/2012;
12172;EPITÁCIO PESSOA;;411,69;283,25;68,80;14/10/2012;
12172;EPITÁCIO PESSOA;;411,69;283,57;68,88;13/10/2012;
12172;EPITÁCIO PESSOA;;411,69;283,90;68,96;12/10/2012;
12172;EPITÁCIO PESSOA;;411,69;284,22;69,04;11/10/2012;
12172;EPITÁCIO PESSOA;;411,69;284,54;69,12;10/10/2012;
12172;EPITÁCIO PESSOA;;411,69;285,19;69,27;09/10/2012;
12172;EPITÁCIO PESSOA;;411,69;285,51;69,35;08/10/2012;
12172;EPITÁCIO PESSOA;;411,69;285,84;69,43;07/10/2012;
12172;EPITÁCIO PESSOA;;411,69;286,49;69,59;06/10/2012;
12172;EPITÁCIO PESSOA;;411,69;286,81;69,67;05/10/2012;
12172;EPITÁCIO PESSOA;;411,69;287,13;69,74;04/10/2012;
12172;EPITÁCIO PESSOA;;411,69;287,46;69,82;03/10/2012;
12172;EPITÁCIO PESSOA;;411,69;287,78;69,90;02/10/2012;
12172;EPITÁCIO PESSOA;;411,69;288,10;69,98;01/10/2012;
12172;EPITÁCIO PESSOA;374,39;411,69;288,75;70,14;30/09/2012;
12172;EPITÁCIO PESSOA;;411,69;289,07;70,22;29/09/2012;
12172;EPITÁCIO PESSOA;;411,69;289,40;70,29;28/09/2012;
12172;EPITÁCIO PESSOA;;411,69;289,72;70,37;27/09/2012;
12172;EPITÁCIO PESSOA;;411,69;290,04;70,45;26/09/2012;
12172;EPITÁCIO PESSOA;;411,69;290,37;70,53;25/09/2012;
12172;EPITÁCIO PESSOA;;411,69;290,69;70,61;24/09/2012;
12172;EPITÁCIO PESSOA;;411,69;291,01;70,69;23/09/2012;
12172;EPITÁCIO PESSOA;;411,69;291,66;70,84;22/09/2012;
12172;EPITÁCIO PESSOA;;411,69;291,99;70,92;21/09/2012;
12172;EPITÁCIO PESSOA;;411,69;292,31;71,00;20/09/2012;
12172;EPITÁCIO PESSOA;;411,69;292,63;71,08;19/09/2012;
12172;EPITÁCIO PESSOA;;411,69;292,96;71,16;18/09/2012;
12172;EPITÁCIO PESSOA;;411,69;293,28;71,24;17/09/2012;
12172;EPITÁCIO PESSOA;;411,69;293,60;71,32;16/09/2012;
12172;EPITÁCIO PESSOA;;411,69;293,93;71,39;15/09/2012;
12172;EPITÁCIO PESSOA;;411,69;294,25;71,47;14/09/2012;
12172;EPITÁCIO PESSOA;;411,69;294,90;71,63;13/09/2012;
12172;EPITÁCIO PESSOA;;411,69;295,22;71,71;12/09/2012;
12172;EPITÁCIO PESSOA;;411,69;295,54;71,79;11/09/2012;
12172;EPITÁCIO PESSOA;;411,69;295,87;71,87;10/09/2012;
12172;EPITÁCIO PESSOA;;411,69;296,19;71,95;09/09/2012;
12172;EPITÁCIO PESSOA;;411,69;296,52;72,02;08/09/2012;
12172;EPITÁCIO PESSOA;;411,69;296,84;72,10;07/09/2012;
12172;EPITÁCIO PESSOA;;411,69;297,16;72,18;06/09/2012;
12172;EPITÁCIO PESSOA;;411,69;297,49;72,26;05/09/2012;
12172;EPITÁCIO PESSOA;;411,69;297,49;72,26;04/09/2012;
12172;EPITÁCIO PESSOA;;411,69;297,81;72,34;03/09/2012;
12172;EPITÁCIO PESSOA;;411,69;298,46;72,50;02/09/2012;
12172;EPITÁCIO PESSOA;;411,69;298,78;72,57;01/09/2012;
12172;EPITÁCIO PESSOA;374,71;411,69;299,10;72,65;31/08/2012;
12172;EPITÁCIO PESSOA;;411,69;299,43;72,73;30/08/2012;
12172;EPITÁCIO PESSOA;;411,69;299,75;72,81;29/08/2012;
12172;EPITÁCIO PESSOA;;411,69;300,07;72,89;28/08/2012;
12172;EPITÁCIO PESSOA;;411,69;300,40;72,97;27/08/2012;
12172;EPITÁCIO PESSOA;;411,69;300,72;73,05;26/08/2012;
12172;EPITÁCIO PESSOA;;411,69;300,72;73,05;25/08/2012;
12172;EPITÁCIO PESSOA;;411,69;301,04;73,12;24/08/2012;
12172;EPITÁCIO PESSOA;;411,69;301,37;73,20;23/08/2012;
12172;EPITÁCIO PESSOA;;411,69;302,02;73,36;22/08/2012;
12172;EPITÁCIO PESSOA;;411,69;302,34;73,44;21/08/2012;
12172;EPITÁCIO PESSOA;;411,69;302,66;73,52;20/08/2012;
12172;EPITÁCIO PESSOA;;411,69;302,99;73,60;19/08/2012;
12172;EPITÁCIO PESSOA;;411,69;303,31;73,67;18/08/2012;
12172;EPITÁCIO PESSOA;;411,69;303,31;73,67;17/08/2012;
12172;EPITÁCIO PESSOA;;411,69;303,63;73,75;16/08/2012;
12172;EPITÁCIO PESSOA;;411,69;303,96;73,83;15/08/2012;
12172;EPITÁCIO PESSOA;;411,69;304,28;73,91;14/08/2012;
12172;EPITÁCIO PESSOA;;411,69;304,60;73,99;13/08/2012;
12172;EPITÁCIO PESSOA;;411,69;304,93;74,07;12/08/2012;
12172;EPITÁCIO PESSOA;;411,69;305,57;74,22;11/08/2012;
12172;EPITÁCIO PESSOA;;411,69;305,90;74,30;10/08/2012;
12172;EPITÁCIO PESSOA;;411,69;306,22;74,38;09/08/2012;
12172;EPITÁCIO PESSOA;;411,69;306,55;74,46;08/08/2012;
12172;EPITÁCIO PESSOA;;411,69;306,87;74,54;07/08/2012;
12172;EPITÁCIO PESSOA;;411,69;306,87;74,54;06/08/2012;
12172;EPITÁCIO PESSOA;;411,69;307,19;74,62;05/08/2012;
12172;EPITÁCIO PESSOA;;411,69;307,52;74,70;04/08/2012;
12172;EPITÁCIO PESSOA;;411,69;308,16;74,85;03/08/2012;
12172;EPITÁCIO PESSOA;;411,69;308,49;74,93;02/08/2012;
12172;EPITÁCIO PESSOA;;411,69;308,83;75,01;01/08/2012;
12172;EPITÁCIO PESSOA;375,01;411,69;308,83;75,01;31/07/2012;
12172;EPITÁCIO PESSOA;;411,69;309,17;75,10;30/07/2012;
12172;EPITÁCIO PESSOA;;411,69;309,51;75,18;29/07/2012;
12172;EPITÁCIO PESSOA;;411,69;309,85;75,26;28/07/2012;
12172;EPITÁCIO PESSOA;;411,69;310,19;75,34;27/07/2012;
12172;EPITÁCIO PESSOA;;411,69;310,53;75,43;26/07/2012;
12172;EPITÁCIO PESSOA;;411,69;311,21;75,59;25/07/2012;
12172;EPITÁCIO PESSOA;;411,69;311,55;75,68;24/07/2012;
12172;EPITÁCIO PESSOA;;411,69;311,55;75,68;23/07/2012;
12172;EPITÁCIO PESSOA;;411,69;311,89;75,76;22/07/2012;
12172;EPITÁCIO PESSOA;;411,69;312,23;75,84;21/07/2012;
12172;EPITÁCIO PESSOA;;411,69;312,57;75,92;20/07/2012;
12172;EPITÁCIO PESSOA;;411,69;312,91;76,01;19/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,25;76,09;18/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,25;76,09;17/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,59;76,17;16/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,93;76,25;15/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,93;76,25;14/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,93;76,25;13/07/2012;
12172;EPITÁCIO PESSOA;;411,69;313,93;76,25;12/07/2012;
12172;EPITÁCIO PESSOA;;411,69;314,27;76,34;11/07/2012;
12172;EPITÁCIO PESSOA;;411,69;314,27;76,34;10/07/2012;
12172;EPITÁCIO PESSOA;;411,69;314,61;76,42;09/07/2012;
12172;EPITÁCIO PESSOA;;411,69;314,95;76,50;08/07/2012;
12172;EPITÁCIO PESSOA;;411,69;314,95;76,50;07/07/2012;
12172;EPITÁCIO PESSOA;;411,69;315,29;76,58;06/07/2012;
12172;EPITÁCIO PESSOA;;411,69;315,63;76,67;05/07/2012;
12172;EPITÁCIO PESSOA;;411,69;315,97;76,75;04/07/2012;
12172;EPITÁCIO PESSOA;;411,69;316,31;76,83;03/07/2012;
12172;EPITÁCIO PESSOA;;411,69;316,31;76,83;02/07/2012;
12172;EPITÁCIO PESSOA;;411,69;316,65;76,91;01/07/2012;
12172;EPITÁCIO PESSOA;375,24;411,69;316,65;76,91;30/06/2012;
12172;EPITÁCIO PESSOA;;411,69;316,99;77,00;29/06/2012;
12172;EPITÁCIO PESSOA;;411,69;316,99;77,00;28/06/2012;
12172;EPITÁCIO PESSOA;;411,69;317,33;77,08;27/06/2012;
12172;EPITÁCIO PESSOA;;411,69;317,33;77,08;26/06/2012;
12172;EPITÁCIO PESSOA;;411,69;317,67;77,16;25/06/2012;
12172;EPITÁCIO PESSOA;;411,69;317,67;77,16;24/06/2012;
12172;EPITÁCIO PESSOA;;411,69;317,67;77,16;23/06/2012;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;22/06/2012;
12172;EPITÁCIO PESSOA;;411,69;318,01;77,24;21/06/2012;
12172;EPITÁCIO PESSOA;;411,69;318,35;77,33;20/06/2012;
12172;EPITÁCIO PESSOA;;411,69;318,35;77,33;19/06/2012;
12172;EPITÁCIO PESSOA;;411,69;318,69;77,41;18/06/2012;
12172;EPITÁCIO PESSOA;;411,69;319,03;77,49;17/06/2012;
12172;EPITÁCIO PESSOA;;411,69;319,37;77,58;16/06/2012;
12172;EPITÁCIO PESSOA;;411,69;319,71;77,66;15/06/2012;
12172;EPITÁCIO PESSOA;;411,69;320,05;77,74;14/06/2012;
12172;EPITÁCIO PESSOA;;411,69;320,39;77,82;13/06/2012;
12172;EPITÁCIO PESSOA;;411,69;320,73;77,91;12/06/2012;
12172;EPITÁCIO PESSOA;;411,69;321,07;77,99;11/06/2012;
12172;EPITÁCIO PESSOA;;411,69;321,41;78,07;10/06/2012;
12172;EPITÁCIO PESSOA;;411,69;321,75;78,15;09/06/2012;
12172;EPITÁCIO PESSOA;;411,69;322,09;78,24;08/06/2012;
12172;EPITÁCIO PESSOA;;411,69;322,43;78,32;07/06/2012;
12172;EPITÁCIO PESSOA;;411,69;322,77;78,40;06/06/2012;
12172;EPITÁCIO PESSOA;;411,69;323,11;78,48;05/06/2012;
12172;EPITÁCIO PESSOA;;411,69;323,11;78,48;04/06/2012;
12172;EPITÁCIO PESSOA;;411,69;323,45;78,57;03/06/2012;
12172;EPITÁCIO PESSOA;;411,69;323,79;78,65;02/06/2012;
12172;EPITÁCIO PESSOA;;411,69;324,13;78,73;01/06/2012;
12172;EPITÁCIO PESSOA;375,47;411,69;324,47;78,81;31/05/2012;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;30/05/2012;
12172;EPITÁCIO PESSOA;;411,69;324,47;78,81;29/05/2012;
12172;EPITÁCIO PESSOA;;411,69;324,81;78,90;28/05/2012;
12172;EPITÁCIO PESSOA;;411,69;324,81;78,90;27/05/2012;
12172;EPITÁCIO PESSOA;;411,69;325,15;78,98;26/05/2012;
12172;EPITÁCIO PESSOA;;411,69;325,49;79,06;25/05/2012;
12172;EPITÁCIO PESSOA;;411,69;325,83;79,14;24/05/2012;
12172;EPITÁCIO PESSOA;;411,69;326,17;79,23;23/05/2012;
12172;EPITÁCIO PESSOA;;411,69;326,17;79,23;22/05/2012;
12172;EPITÁCIO PESSOA;;411,69;326,51;79,31;21/05/2012;
12172;EPITÁCIO PESSOA;;411,69;326,85;79,39;20/05/2012;
12172;EPITÁCIO PESSOA;;411,69;327,19;79,48;19/05/2012;
12172;EPITÁCIO PESSOA;;411,69;327,53;79,56;18/05/2012;
12172;EPITÁCIO PESSOA;;411,69;327,87;79,64;17/05/2012;
12172;EPITÁCIO PESSOA;;411,69;328,21;79,72;16/05/2012;
12172;EPITÁCIO PESSOA;;411,69;328,55;79,81;15/05/2012;
12172;EPITÁCIO PESSOA;;411,69;328,89;79,89;14/05/2012;
12172;EPITÁCIO PESSOA;;411,69;329,23;79,97;13/05/2012;
12172;EPITÁCIO PESSOA;;411,69;329,57;80,05;12/05/2012;
12172;EPITÁCIO PESSOA;;411,69;329,91;80,14;11/05/2012;
12172;EPITÁCIO PESSOA;;411,69;330,25;80,22;10/05/2012;
12172;EPITÁCIO PESSOA;;411,69;330,93;80,38;09/05/2012;
12172;EPITÁCIO PESSOA;;411,69;331,27;80,47;08/05/2012;
12172;EPITÁCIO PESSOA;;411,69;331,61;80,55;07/05/2012;
12172;EPITÁCIO PESSOA;;411,69;331,95;80,63;06/05/2012;
12172;EPITÁCIO PESSOA;;411,69;332,29;80,71;05/05/2012;
12172;EPITÁCIO PESSOA;;411,69;332,63;80,80;04/05/2012;
12172;EPITÁCIO PESSOA;;411,69;332,97;80,88;03/05/2012;
12172;EPITÁCIO PESSOA;;411,69;333,31;80,96;02/05/2012;
12172;EPITÁCIO PESSOA;;411,69;333,65;81,04;01/05/2012;
12172;EPITÁCIO PESSOA;375,75;411,69;333,99;81,13;30/04/2012;
12172;EPITÁCIO PESSOA;;411,69;334,67;81,29;29/04/2012;
12172;EPITÁCIO PESSOA;;411,69;335,01;81,38;28/04/2012;
12172;EPITÁCIO PESSOA;;411,69;335,35;81,46;27/04/2012;
12172;EPITÁCIO PESSOA;;411,69;335,69;81,54;26/04/2012;
12172;EPITÁCIO PESSOA;;411,69;336,03;81,62;25/04/2012;
12172;EPITÁCIO PESSOA;;411,69;336,37;81,71;24/04/2012;
12172;EPITÁCIO PESSOA;;411,69;337,05;81,87;23/04/2012;
12172;EPITÁCIO PESSOA;;411,69;337,39;81,95;22/04/2012;
12172;EPITÁCIO PESSOA;;411,69;337,73;82,04;21/04/2012;
